Arquivo,Pasta,Verdadeiro,Predito,Tipo_Erro,Confiança,Prob_Cancer,Prob_Healthy,Caminho
00165_118_jpg.rf.50f1b09bd5cc317ef269a9630d90aa60.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6861,0.3139,0.6861,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00165_118_jpg.rf.50f1b09bd5cc317ef269a9630d90aa60.jpg
00294_21_jpg.rf.2679f443802b8002891beb5926587cc2.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4800,0.5200,0.4800,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00294_21_jpg.rf.2679f443802b8002891beb5926587cc2.jpg
00151_13_jpg.rf.9669e14e2b41ff0dc0208be8a76a2239.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4503,0.5497,0.4503,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00151_13_jpg.rf.9669e14e2b41ff0dc0208be8a76a2239.jpg
00122_10_jpg.rf.69a4e11a7d3f84cf04856d4e16ea3133.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4624,0.5376,0.4624,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00122_10_jpg.rf.69a4e11a7d3f84cf04856d4e16ea3133.jpg
00334_108_jpg.rf.2192047e800888de28e9fbc08942bdde.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4696,0.5304,0.4696,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00334_108_jpg.rf.2192047e800888de28e9fbc08942bdde.jpg
00151_14_jpg.rf.916b4a5d237470a6c2dae40ee628097c.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6323,0.3677,0.6323,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00151_14_jpg.rf.916b4a5d237470a6c2dae40ee628097c.jpg
00253_79_jpg.rf.b63e16a96a6fe83a712e428a7f4c2a69.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.5342,0.4658,0.5342,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00253_79_jpg.rf.b63e16a96a6fe83a712e428a7f4c2a69.jpg
00097_68_jpg.rf.c4ad917178f007f34941c22f63a3206a.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.5455,0.4545,0.5455,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00097_68_jpg.rf.c4ad917178f007f34941c22f63a3206a.jpg
00273_86_jpg.rf.0c59513dfde15e99692802d17d2bc102.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.7028,0.2972,0.7028,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00273_86_jpg.rf.0c59513dfde15e99692802d17d2bc102.jpg
00340_119_jpg.rf.d2b20f6d190f38aecb0da4543f8e3fe0.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6049,0.3951,0.6049,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00340_119_jpg.rf.d2b20f6d190f38aecb0da4543f8e3fe0.jpg
00282_99_jpg.rf.aa8a8e285025e40a4929a07a50d201a2.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.7150,0.2850,0.7150,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00282_99_jpg.rf.aa8a8e285025e40a4929a07a50d201a2.jpg
00263_117_jpg.rf.0fddb72479f4b1cffd28f2958942a002.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.5723,0.4277,0.5723,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00263_117_jpg.rf.0fddb72479f4b1cffd28f2958942a002.jpg
00273_109_jpg.rf.ec2916a20c6b6fdc5fd0e27c54f55c7b.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.9433,0.0567,0.9433,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00273_109_jpg.rf.ec2916a20c6b6fdc5fd0e27c54f55c7b.jpg
00273_90_jpg.rf.4c4845dc77a125e184abb3a9d5e00444.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4434,0.5566,0.4434,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00273_90_jpg.rf.4c4845dc77a125e184abb3a9d5e00444.jpg
00291_23_jpg.rf.4d0f28288ca2eb1c2e774d34a1554b21.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.9512,0.0488,0.9512,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00291_23_jpg.rf.4d0f28288ca2eb1c2e774d34a1554b21.jpg
00304_119_jpg.rf.998b9b152a58ecb3fda7cb0cdc04ee18.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4515,0.5485,0.4515,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00304_119_jpg.rf.998b9b152a58ecb3fda7cb0cdc04ee18.jpg
00123_13_jpg.rf.9aa0299f01df12fff0c452227b968cbe.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.5691,0.4309,0.5691,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00123_13_jpg.rf.9aa0299f01df12fff0c452227b968cbe.jpg
00123_15_jpg.rf.0b7c47e053b07926a3a1d57ac7ba5ea6.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.9923,0.0077,0.9923,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00123_15_jpg.rf.0b7c47e053b07926a3a1d57ac7ba5ea6.jpg
00111_110_jpg.rf.ec4500900d93bec120746cf7166d9994.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.9425,0.0575,0.9425,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00111_110_jpg.rf.ec4500900d93bec120746cf7166d9994.jpg
00245_101_jpg.rf.d5c26cbaffba3557a49654ebfbd0813d.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6069,0.3931,0.6069,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00245_101_jpg.rf.d5c26cbaffba3557a49654ebfbd0813d.jpg
00123_13_jpg.rf.adc5e34468f1fb530eacf0c29f1d4c99.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.7299,0.2701,0.7299,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00123_13_jpg.rf.adc5e34468f1fb530eacf0c29f1d4c99.jpg
00151_12_jpg.rf.83a713a445da389874e0357cf852eba9.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6116,0.3884,0.6116,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00151_12_jpg.rf.83a713a445da389874e0357cf852eba9.jpg
00291_22_jpg.rf.ba5cd94831bef1acefad86d48aef4f3e.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.8918,0.1082,0.8918,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00291_22_jpg.rf.ba5cd94831bef1acefad86d48aef4f3e.jpg
00088_145_jpg.rf.318b8e02c087ffc6413497ff8404a69d.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.8805,0.1195,0.8805,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00088_145_jpg.rf.318b8e02c087ffc6413497ff8404a69d.jpg
00116_16_jpg.rf.554d34cb2640c939327c6805d783c4bd.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.8676,0.1324,0.8676,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00116_16_jpg.rf.554d34cb2640c939327c6805d783c4bd.jpg
00097_83_jpg.rf.c9c5d368b48e31a6f4ca620ac84bda5c.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.8182,0.1818,0.8182,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00097_83_jpg.rf.c9c5d368b48e31a6f4ca620ac84bda5c.jpg
00165_110_jpg.rf.ffcccf0f0fe5ea6d4d0e3a06a8a34b5f.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4947,0.5053,0.4947,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00165_110_jpg.rf.ffcccf0f0fe5ea6d4d0e3a06a8a34b5f.jpg
00088_145_jpg.rf.c32d184bddb64aab6328390804afac1a.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6146,0.3854,0.6146,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00088_145_jpg.rf.c32d184bddb64aab6328390804afac1a.jpg
00123_15_jpg.rf.7852b892e725133bbf4da1a556ded972.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.9702,0.0298,0.9702,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00123_15_jpg.rf.7852b892e725133bbf4da1a556ded972.jpg
00151_10_jpg.rf.d26abd9ac7d45f87138b7d49861c2109.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4560,0.5440,0.4560,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00151_10_jpg.rf.d26abd9ac7d45f87138b7d49861c2109.jpg
00150_10_jpg.rf.986e9a2b3fef3b6224ce0d59a150d796.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6507,0.3493,0.6507,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00150_10_jpg.rf.986e9a2b3fef3b6224ce0d59a150d796.jpg
00334_108_jpg.rf.f775000a5a05af4c17ad0ce06c2652b1.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.7811,0.2189,0.7811,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00334_108_jpg.rf.f775000a5a05af4c17ad0ce06c2652b1.jpg
00097_81_jpg.rf.38ccd4ad8b2dad9f7de4616b7220d0b3.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4692,0.5308,0.4692,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00097_81_jpg.rf.38ccd4ad8b2dad9f7de4616b7220d0b3.jpg
00112_12_jpg.rf.755111578d223bdcae0460aea0cc82a6.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.7495,0.2505,0.7495,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00112_12_jpg.rf.755111578d223bdcae0460aea0cc82a6.jpg
00350_132_jpg.rf.15ccc2b1a068d2786b5d112d3e149679.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4887,0.5113,0.4887,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00350_132_jpg.rf.15ccc2b1a068d2786b5d112d3e149679.jpg
00151_14_jpg.rf.2949912f825123033e3a990b5e284385.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.5917,0.4083,0.5917,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00151_14_jpg.rf.2949912f825123033e3a990b5e284385.jpg
00294_20_jpg.rf.8ed04f2163239abdbea631231e170e29.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6350,0.3650,0.6350,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00294_20_jpg.rf.8ed04f2163239abdbea631231e170e29.jpg
00253_92_jpg.rf.22ecb5d6cb88ff68fac97e8c065719a0.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.5186,0.4814,0.5186,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00253_92_jpg.rf.22ecb5d6cb88ff68fac97e8c065719a0.jpg
00306_102_jpg.rf.6d3ad7a0c3b8c8d3e18f7be856cc958b.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6781,0.3219,0.6781,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00306_102_jpg.rf.6d3ad7a0c3b8c8d3e18f7be856cc958b.jpg
00281_110_jpg.rf.a4f1c2e661e4af6bfe805dd96cdd26ab.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4938,0.5062,0.4938,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00281_110_jpg.rf.a4f1c2e661e4af6bfe805dd96cdd26ab.jpg
00097_70_jpg.rf.b79c95ed0e296cf2079337e76d01a30d.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6840,0.3160,0.6840,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00097_70_jpg.rf.b79c95ed0e296cf2079337e76d01a30d.jpg
00124_10_jpg.rf.b0deba28e0cfe5e319ea8465603c74b2.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6780,0.3220,0.6780,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00124_10_jpg.rf.b0deba28e0cfe5e319ea8465603c74b2.jpg
00123_12_jpg.rf.e973abdb6bf2e36625a6b3f5cfef3ccd.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.8038,0.1962,0.8038,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00123_12_jpg.rf.e973abdb6bf2e36625a6b3f5cfef3ccd.jpg
00130_107_jpg.rf.cc42e8cf8a43de579fab0a62b752888a.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6211,0.3789,0.6211,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00130_107_jpg.rf.cc42e8cf8a43de579fab0a62b752888a.jpg
00263_123_jpg.rf.86c505c4e19201f078af3226067310cf.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4524,0.5476,0.4524,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00263_123_jpg.rf.86c505c4e19201f078af3226067310cf.jpg
00294_20_jpg.rf.1659c48f906e36a55935228850b8041d.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.7135,0.2865,0.7135,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00294_20_jpg.rf.1659c48f906e36a55935228850b8041d.jpg
00340_128_jpg.rf.b4cd1096e52ffb835a249e0aa8dc4538.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4719,0.5281,0.4719,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00340_128_jpg.rf.b4cd1096e52ffb835a249e0aa8dc4538.jpg
00151_15_jpg.rf.b94982e61c8d461d48c71b8aed2a5256.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4667,0.5333,0.4667,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00151_15_jpg.rf.b94982e61c8d461d48c71b8aed2a5256.jpg
00097_65_jpg.rf.646a150e7c186d9af6d02718b180255d.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.5157,0.4843,0.5157,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00097_65_jpg.rf.646a150e7c186d9af6d02718b180255d.jpg
00282_99_jpg.rf.d7152d0cdfb7e9c4bc243d46eb6f6a8e.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6596,0.3404,0.6596,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00282_99_jpg.rf.d7152d0cdfb7e9c4bc243d46eb6f6a8e.jpg
00122_11_jpg.rf.6483f4413bbdf931eb4505ab1e483f59.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6989,0.3011,0.6989,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00122_11_jpg.rf.6483f4413bbdf931eb4505ab1e483f59.jpg
00340_119_jpg.rf.a8e426eca13ce022ed2519572f7557b0.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.7386,0.2614,0.7386,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00340_119_jpg.rf.a8e426eca13ce022ed2519572f7557b0.jpg
00338_15_jpg.rf.5631df9a80bca537d0e5d37373cb727a.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.7861,0.2139,0.7861,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00338_15_jpg.rf.5631df9a80bca537d0e5d37373cb727a.jpg
00246_103_jpg.rf.d086aa7ab977eaebb7083a2704f8b52f.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.5457,0.4543,0.5457,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00246_103_jpg.rf.d086aa7ab977eaebb7083a2704f8b52f.jpg
00340_128_jpg.rf.8f7126424b86b8eb3ff14a0f834ce9a8.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.5161,0.4839,0.5161,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00340_128_jpg.rf.8f7126424b86b8eb3ff14a0f834ce9a8.jpg
00151_10_jpg.rf.61937e6cfb6f759f68fb610c15b9cb70.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.7750,0.2250,0.7750,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00151_10_jpg.rf.61937e6cfb6f759f68fb610c15b9cb70.jpg
